-7.984980066691568013e+00,7.946135231038651270e+00,2.788213966829645329e+01
-1.888274818362801977e+00,6.771534513698768798e+00,2.046262681976428510e+01
1.429347087197503363e+00,6.521535059951576230e+00,1.919990348356444088e+01
3.550264929228390098e+00,7.489614154440712213e+00,1.857581323445742072e+01
5.509165492259485930e+00,9.510947772405796030e+00,1.781389139090551055e+01
7.603874689400483611e+00,1.229401936564361364e+01,1.734300648302739489e+01
1.014015773948200838e+01,1.510490306104466463e+01,2.171413036581949640e+01
1.235786075624599967e+01,1.622131414607902755e+01,2.744211378003385349e+01
1.344033358491995855e+01,1.356228777850290079e+01,3.409481519141828443e+01
1.246173791580988599e+01,8.501408992759770911e+00,3.662759968843592873e+01
9.933305394287888390e+00,3.832330440684069472e+00,3.418555059509826322e+01
6.864380664412340849e+00,1.565986775051032120e+00,3.272528145741248551e+01
4.626138500604278114e+00,9.525666542742421417e-01,2.681342828317413307e+01
3.277373256827408543e+00,1.328319899833978912e+00,2.514506819801116677e+01
2.568151351199826848e+00,1.927234430135138954e+00,2.179091456544398397e+01
2.512955551016969657e+00,2.799917177725016249e+00,1.948225761850325100e+01
2.865074014177691808e+00,3.890961602589118051e+00,1.756596933879711742e+01
3.602943220892949938e+00,5.415683289083354168e+00,1.539387719353258177e+01
4.768489103047079070e+00,7.750857009455731195e+00,1.476958801425253576e+01
6.688027602966608143e+00,1.088038016570667210e+01,1.684199201596148399e+01
9.009137186669903485e+00,1.459515174229784407e+01,1.865727687669104284e+01
1.196258872337562984e+01,1.740963990008754081e+01,2.514765342409255311e+01
1.402866112158501011e+01,1.641715107307867783e+01,3.284856930134424857e+01
1.390661679295208231e+01,1.083646649631036496e+01,3.575064996727122946e+01
1.125932194136567510e+01,4.505117771156654349e+00,3.718713701167611418e+01
7.753486738891559149e+00,7.611251061507575688e-01,3.366307919881656829e+01
4.726767752556173541e+00,-3.166976815856030192e-01,2.985485190936821454e+01
2.693323301724534602e+00,-2.272772728106959850e-01,2.515041910176649154e+01
1.596262532959219493e+00,2.339416481260691294e-01,2.184375189816594443e+01
1.183407391292647270e+00,6.919961246381269859e-01,2.014736500600761815e+01
1.113934794898196579e+00,1.149125408476264987e+00,1.671802599123547850e+01
1.229379330963905392e+00,1.671561462068506199e+00,1.343945543683151556e+01
1.548263617947007731e+00,2.568983032112061693e+00,1.386148870455698123e+01
2.227458071435903353e+00,3.914138920454738546e+00,1.354020939463017115e+01
3.314984765770619290e+00,6.010588909292803095e+00,1.005859789311423746e+01
4.984735330296619082e+00,9.011821068364980647e+00,1.082702411059902481e+01
7.538809962171818313e+00,1.337886154613654455e+01,1.361950575837296817e+01
1.091808534479740089e+01,1.833705104227547267e+01,1.670905268174849212e+01
1.447720319662401600e+01,2.042274186336649322e+01,2.834555667553883396e+01
1.599265673525904852e+01,1.543610275471423421e+01,3.768180301621679007e+01
1.363837831793652100e+01,5.730877476258025460e+00,4.097234783636927347e+01
9.052132125425524478e+00,-7.557879272420783279e-01,3.720127779419846803e+01
4.664022301687995586e+00,-2.874595120582374985e+00,3.079429872693271264e+01
1.579018549089889367e+00,-2.932454182327520975e+00,2.557687187542592611e+01
-8.536333957082398172e-02,-2.720438920386690551e+00,2.197798497335137213e+01
-1.190671293150075805e+00,-2.761967874748167517e+00,2.181397264803391423e+01
-1.777930955992899964e+00,-3.124389924436668409e+00,1.892713190211757990e+01
-2.671823543894755293e+00,-4.389382253641459286e+00,1.684607602027723416e+01
-3.642397771238449877e+00,-5.936298413478874991e+00,1.448447281446594914e+01
-5.012573043208714552e+00,-8.309155521120842991e+00,1.492280804596578925e+01
-7.025519491391646554e+00,-1.176632757683479724e+01,1.375799981177351050e+01
-9.704123493333769446e+00,-1.550202386573567104e+01,2.121280213889284738e+01
-1.256308028404993493e+01,-1.778607346924644261e+01,2.505954947951119038e+01
-1.445411512083127192e+01,-1.581345068819993749e+01,3.263038150998683307e+01
-1.356404460875264206e+01,-9.575380412608941683e+00,3.879995157074079515e+01
-1.066612458313609046e+01,-3.228236380240393721e+00,3.713512070682297406e+01
-6.966590996719952855e+00,-1.657005278273950277e-01,3.190101479153266339e+01
-4.053868471529949780e+00,5.372045666639039263e-01,2.706655069506852129e+01
-2.341805359843353251e+00,3.615960940978036886e-01,2.672592124187458751e+01
-1.320237545652312772e+00,-6.270245320646285203e-02,2.208210031197709711e+01
-8.485097036642832435e-01,-4.435486202251479049e-01,1.855621575482783214e+01
-7.612344943897773053e-01,-8.291153864192427614e-01,1.848921753382855826e+01
-9.183351895745002214e-01,-1.391934938181029091e+00,1.303308335108614102e+01
-1.139644067205291655e+00,-1.914678891688238682e+00,1.268221821256381432e+01
-1.754427880969031905e+00,-2.963780854670085674e+00,1.015280405845994416e+01
-2.617212018146469976e+00,-4.638163541122731992e+00,9.943692746913855629e+00
-3.913068321988307119e+00,-7.230123871104407129e+00,1.040578269993745764e+01
-5.927459361694866757e+00,-1.111019911448775943e+01,1.162220998419599205e+01
-9.172355025918568217e+00,-1.624374182124722665e+01,1.335645968143828100e+01
-1.300833708244839393e+01,-2.077203544978634042e+01,2.194154059205668972e+01
-1.599258109385928428e+01,-1.959489875773493139e+01,3.390105853435484562e+01
-1.567129406952392934e+01,-1.045083215353247397e+01,4.242607849528744168e+01
-1.143970424471495306e+01,-1.070543252193387973e+00,3.958332603687377116e+01
-6.395495273980056794e+00,2.933117838068402428e+00,3.458398414432198109e+01
-2.474775196595265125e+00,3.594097970546911380e+00,2.943788826592972185e+01
-8.779532560803457453e-02,3.599161593059311937e+00,2.767349748576230439e+01
1.247782518319086043e+00,3.433311755841775614e+00,2.066829156287126068e+01
2.187090374639328427e+00,3.906238219681240409e+00,2.131239590010154572e+01
3.032991053707401186e+00,4.850715901498206861e+00,1.542570486309440092e+01
4.104794649044544386e+00,6.472695039775992143e+00,1.603972456579014150e+01
5.507008954484835961e+00,8.928819678883579414e+00,1.426042315849425179e+01
7.457628994172052828e+00,1.216323948128730414e+01,1.599221868028602245e+01
9.964764837394110231e+00,1.536252746083781950e+01,2.442321741593318762e+01
1.244446348203298314e+01,1.673055635934330709e+01,2.743703151001321672e+01
1.388386365239503561e+01,1.424866768519574833e+01,3.324955049712821165e+01
1.288430963842789900e+01,8.735995574467720459e+00,3.626291349824528254e+01
1.005155906175708225e+01,3.549376713261619187e+00,3.512751993985148147e+01
6.879855563768584759e+00,1.078293276709123782e+00,3.116170298101697611e+01
4.448243597127260252e+00,5.200328815377945890e-01,2.819274021246718576e+01
2.923336753746560657e+00,7.337622850437502953e-01,2.460040785406441444e+01
2.125622605724097447e+00,1.299356224520709979e+00,2.152361950134055135e+01
2.062095664392373795e+00,2.058194557734245755e+00,1.953910659516533954e+01
2.110769068222793532e+00,2.817543439093282309e+00,1.832905274494076764e+01
2.702536458293729904e+00,4.162262384074883137e+00,1.315481332857615193e+01
3.678108875528412369e+00,6.016357462557634150e+00,1.274365720074049513e+01
5.084035120068147506e+00,8.707680336836325807e+00,1.385098931101021158e+01
7.264132221545542833e+00,1.236974939060875478e+01,1.483245781459778456e+01
1.017362526261221589e+01,1.652105232003823687e+01,1.616996492134617469e+01
1.320760707509768395e+01,1.858806447920278160e+01,2.700355917975992526e+01
1.486562973486594430e+01,1.536644038434567605e+01,3.541103521112338370e+01
1.370932581718959220e+01,8.241328285996166514e+00,3.977230154254966266e+01
1.005671947848304804e+01,1.990325870106386175e+00,3.543743263757713180e+01
6.186872053536223603e+00,-6.632541241078701022e-01,3.292322450925350097e+01
3.413240369535378793e+00,-1.139221026528678404e+00,2.849231652675554471e+01
1.674841329193720085e+00,-9.242572693507039583e-01,2.532809459005316910e+01
6.439035718078498505e-01,-6.354083519194136942e-01,2.044922685571826193e+01
2.395673947523341285e-01,-5.167484170153250345e-01,1.951864933703607008e+01
-5.854681398549300975e-02,-3.452879233923384361e-01,1.715457091693416913e+01
-1.097202108293106881e-01,-4.297869659162594225e-01,1.239171200764557668e+01
-3.410327791011502074e-01,-6.984427813464367807e-01,1.185653158388621620e+01
-4.416224797675587510e-01,-9.117245176790027550e-01,1.010095112036933251e+01
-8.359147751661641923e-01,-1.455771686751440974e+00,8.162816254179908526e+00
-1.250938204004001575e+00,-2.286485796256958913e+00,9.839076900841897455e+00
-1.889721290384992702e+00,-3.817808358859430928e+00,7.995921015575038204e+00
-3.070515244292684187e+00,-5.961605870020821207e+00,9.150382990260073512e+00
-5.055361616907426026e+00,-9.700837679733359309e+00,8.489737661519534129e+00
-7.982880302073841250e+00,-1.499592098154704445e+01,1.097218137749082167e+01
-1.201896421601504983e+01,-2.116793798808631877e+01,1.880031508343180136e+01
-1.619351050750979226e+01,-2.264978006466520100e+01,3.108199047969377915e+01
-1.719059306774267171e+01,-1.380321378660456944e+01,4.193531998205103406e+01
-1.318103047671842276e+01,-1.762505963957219812e+00,4.369141905162569373e+01
-7.232766610326395451e+00,4.194716312382522183e+00,3.818678784974427032e+01
-2.402754147868921830e+00,5.293143200566834849e+00,3.107535251148629740e+01
6.796629111016200264e-01,5.146927175497591378e+00,2.836712301267754910e+01
2.440577175450779457e+00,5.174578723534693836e+00,2.448808423244695476e+01
3.684139458711278792e+00,5.665598948110561750e+00,1.926432963941045884e+01
4.707471118992865300e+00,6.824316508489320476e+00,2.024644006208341906e+01
5.930274196548745103e+00,8.546606149204768244e+00,1.803372424433250742e+01
7.346562546662787518e+00,1.085332582696582726e+01,2.063460372432800582e+01
9.314484398538272814e+00,1.317862558155008124e+01,2.068846328294608483e+01
